DEPTH,CALI,CPERM,CPOR,Density,Facies,GR,Neutron,PEF,Perm,PHIE,RESD,RESM,RESS,Sonic,SP,SW,VShale,Lithology
1470.5,8.95,,,2.51,0,149.67,0.34,3.03,0,0.01,7.57,8.02,6.9,98.66,548.23,0.99,0.89,0
1471,8.97,,,2.51,0,149.88,0.34,3.13,0,0.01,7.75,8.27,6.98,98.84,548.13,0.99,0.89,0
1471.5,8.95,,,2.51,0,147.69,0.37,3.14,0,0.03,7.76,8.3,7.17,99.06,548.16,0.99,0.88,0
1472,8.94,,,2.52,0,145.41,0.4,3.13,0,0.05,7.61,8.14,7.18,99.3,548.31,0.99,0.86,0
1472.5,8.95,,,2.53,0,144.6,0.37,3.11,0,0.03,7.43,7.9,6.69,99.46,548.94,0.99,0.86,0
1473,8.95,,,2.52,0,144.45,0.34,3.17,0,0.01,7.28,7.67,6.4,99.33,549.47,0.99,0.85,0
1473.5,8.95,,,2.51,0,144.9,0.34,3.55,0,0.02,7.3,7.61,6.45,98.58,549.72,0.99,0.86,0
1474,8.95,,,2.5,0,144.97,0.32,3.9,0,0.03,7.51,7.76,6.77,96.97,550.14,0.99,0.8,0
1474.5,8.95,,,2.5,0,141.75,0.33,3.71,0,0.02,7.92,8.14,6.76,94.58,550.58,0.99,0.82,0
1475,8.95,,,2.5,0,135.37,0.33,2.98,0,0.03,8.54,8.77,7.05,91.86,550.61,0.99,0.78,0
1475.5,8.96,,,2.49,0,128.92,0.3,3,0,0.04,9.4,9.65,8.3,89.52,550.71,0.99,0.72,0
1476,8.97,,,2.48,0,124.4,0.27,3.42,0,0.05,10.4,10.68,11.03,88.24,551.34,0.99,0.63,0
1476.5,8.98,,,2.48,0,121.94,0.24,3.22,0,0.05,11.37,11.65,10.97,88.4,552.06,0.99,0.56,0
1477,8.97,,,2.49,0,122.24,0.27,3.08,0,0.04,11.87,12.14,9.64,89.9,552.5,0.99,0.65,0
1477.5,8.96,,,2.5,0,127.22,0.29,3.69,0,0.03,11.65,11.93,9.82,92.22,552.16,0.99,0.71,0
1478,8.97,,,2.51,0,137.33,0.3,3.4,0,0.02,10.82,11.1,10.36,94.69,551.28,0.99,0.76,0
1478.5,8.96,,,2.52,0,148.98,0.31,3.32,0,0.01,9.76,10.02,8.93,96.74,550.59,0.99,0.81,0
1479,8.95,,,2.51,0,156.05,0.35,3.55,0,0.01,8.88,9.05,7.88,98.06,550.26,0.99,0.9,0
1479.5,8.95,,,2.51,0,156.96,0.36,3.6,0,0.01,8.23,8.34,7.46,98.43,550.23,0.99,0.93,0
1480,8.96,,,2.51,0,154.54,0.34,3.33,0,0.01,7.81,7.96,7.19,97.9,550.7,0.99,0.89,0
1480.5,8.95,,,2.51,0,150.63,0.35,3.11,0,0.01,7.64,7.9,7.01,96.69,551.57,0.99,0.91,0
1481,8.97,,,2.5,0,144.42,0.36,3.73,0,0.03,7.74,8.08,6.4,95.15,551.95,0.99,0.85,0
1481.5,8.97,,,2.49,0,136.65,0.38,4.46,0,0.06,8.09,8.43,6.5,93.67,551.64,0.99,0.79,0
1482,8.99,,,2.49,0,130.92,0.34,4.22,0,0.05,8.53,8.89,8.76,92.57,551.8,0.99,0.74,0
1482.5,8.98,,,2.48,0,128.99,0.33,3.73,0,0.05,8.94,9.38,10.05,91.88,552.68,0.99,0.73,0
1483,9,,,2.46,0,128.71,0.33,3.06,0,0.06,9.14,9.66,7.93,91.51,553.14,0.99,0.72,0
1483.5,9.02,,,2.46,0,128.67,0.31,3.23,0,0.05,9.08,9.63,7.39,91.24,552.71,0.99,0.72,0
1484,9.04,,,2.47,0,129.32,0.27,3.24,0,0.05,9.09,9.61,7.18,90.89,552.44,0.99,0.62,0
1484.5,9.01,,,2.49,0,129.4,0.27,2.9,0,0.05,9.25,9.74,6.46,90.48,553.18,0.99,0.64,0
1485,9.03,,,2.47,0,128.04,0.29,3.02,0,0.05,9.52,9.98,7.18,90.12,554.32,0.99,0.66,0
1485.5,9.03,,,2.45,0,128.26,0.29,3.47,0,0.06,9.81,10.24,7.98,89.55,555.02,0.99,0.65,0
1486,9,,,2.46,0,130.66,0.26,3.78,0,0.06,10,10.45,8.08,88.35,554.93,0.99,0.59,0
1486.5,8.99,,,2.49,0,131.59,0.27,3.1,0,0.04,10.13,10.61,7.39,86.53,554.41,0.99,0.66,0
1487,8.98,,,2.5,0,129.32,0.28,3.02,0,0.03,10.56,11.07,7.11,84.9,554.07,0.99,0.69,0
1487.5,8.97,,,2.5,0,126.23,0.26,2.99,0,0.04,11.21,11.82,8.31,84.83,554.1,0.99,0.63,0
1488,8.97,,,2.51,0,125.78,0.23,3.3,0,0.04,11.37,12.2,9.39,87.13,553.63,0.99,0.56,0
1488.5,8.94,,,2.51,0,130.16,0.24,3.18,0,0.03,10.65,11.64,10.47,91.22,552.7,0.99,0.59,0
1489,8.93,,,2.52,0,137.42,0.27,3.32,0,0.02,9.3,10.33,7.57,95.62,552.29,0.99,0.7,0
1489.5,8.92,,,2.52,0,143.42,0.34,3.92,0,0.02,8,8.96,6.5,99.04,552.35,0.99,0.85,0
1490,8.93,,,2.53,0,146.73,0.39,3.36,0,0.04,7.09,7.95,6.55,101.11,552.45,0.99,0.87,0
1490.5,8.93,,,2.52,0,147.95,0.4,3.31,0,0.04,6.58,7.37,5.88,101.95,552.9,0.99,0.88,0
1491,8.93,,,2.53,0,148.09,0.4,3.29,0,0.04,6.31,7.08,5.37,101.73,553.28,0.99,0.88,0
1491.5,8.93,,,2.53,0,147.66,0.33,3.31,0,0,6.25,6.98,5.38,100.38,552.91,0.99,0.88,0
1492,8.93,,,2.53,0,145.36,0.29,3.27,0,0.01,6.44,7.15,5.47,97.88,552.62,0.99,0.78,0
1492.5,8.91,,,2.53,0,140.81,0.32,3.3,0,0.01,6.95,7.67,5.76,94.63,553.05,0.99,0.82,0
1493,8.9,,,2.52,0,136.27,0.32,3.16,0,0.05,7.75,8.5,7.11,90.94,553.21,0.99,0.79,0
1493.5,8.92,,,2.51,0,132.87,0.28,3.05,0,0.05,8.73,9.54,8.08,86.72,553.1,0.99,0.69,0
1494,8.9,,,2.51,0,128.1,0.25,2.9,0,0.05,9.88,10.7,8.57,81.78,553.78,0.99,0.62,0
1494.5,8.9,,,2.52,0,119.81,0.23,3.54,0,0.05,11.58,12.4,8.96,76.35,555.14,0.99,0.56,0
1495,8.9,,,2.56,1,107.56,0.2,4.25,0,0.03,14.61,15.54,10.32,71.46,555.5,0.99,0.55,0
1495.5,8.86,,,2.61,1,94.32,0.17,3.84,0,0.03,19.56,20.44,18.26,68.65,554.57,0.99,0.44,0
1496,8.85,,,2.63,0,85.18,0.14,4.27,0,0.02,25.62,26.43,44.39,68.94,553.97,0.99,0.36,0
1496.5,8.87,,,2.64,0,83.3,0.11,4.43,0,0.01,29.26,30.49,35.96,71.98,554.62,0.99,0.34,0
1497,8.88,,,2.61,0,88.86,0.13,3.65,0,0.01,27.22,29.03,28.04,76.39,555.09,0.99,0.39,0
1497.5,8.89,,,2.55,0,98.56,0.18,3.23,0,0.04,21.24,23.01,23.05,80.6,554.61,0.99,0.46,0
1498,8.91,,,2.48,0,107.42,0.21,3.15,0,0.08,15.98,17.28,10.17,83.76,554.43,0.99,0.46,0
1498.5,8.92,,,2.45,0,111.45,0.23,3.12,0,0.09,13.19,14.19,6.89,85.99,555.01,0.99,0.47,0
1499,8.92,,,2.46,1,111.74,0.24,3.17,0,0.09,11.9,12.78,7.25,87.84,555.64,0.99,0.52,0
1499.5,8.92,,,2.48,1,113.94,0.22,3.2,0,0.08,11.25,12.05,7.6,89.65,555.63,0.99,0.49,0
1500,8.93,,,2.5,0,121.29,0.24,3.31,0,0.06,10.66,11.46,7.33,91.44,555.01,0.99,0.57,0
1500.5,8.92,,,2.52,0,129.53,0.28,3.36,0,0.04,10.01,10.81,7.81,93.09,554.52,0.99,0.72,0
1501,8.92,,,2.51,0,134.96,0.3,3.36,0,0.05,9.46,10.19,7.99,94.57,554.67,0.99,0.77,0
1501.5,8.91,,,2.53,0,139.38,0.31,3.4,0,0.04,8.91,9.59,7.93,95.85,554.63,0.99,0.81,0
1502,8.91,,,2.53,0,143.75,0.32,3.09,0,0.03,8.35,8.96,7.55,96.7,554.13,0.99,0.85,0
1502.5,8.92,,,2.53,0,146.35,0.33,3.07,0,0.03,7.83,8.35,6.73,96.63,554,0.99,0.87,0
1503,8.92,,,2.54,0,146.92,0.28,3.03,0,0.03,7.51,7.89,6.66,95.34,554.73,0.99,0.75,0
1503.5,8.92,,,2.51,0,144.3,0.31,2.99,0,0.05,7.55,7.82,5.98,93.1,555.62,0.99,0.78,0
1504,8.93,,,2.49,0,135.79,0.3,2.96,0,0.06,7.96,8.18,6.36,90.75,556.02,0.99,0.72,0
1504.5,8.93,,,2.45,0,123.24,0.27,2.96,0,0.09,8.64,8.87,7.67,89.08,556.32,0.99,0.59,0
1505,8.94,,,2.43,1,112.78,0.26,2.96,0,0.1,9.33,9.59,6.41,88.4,557.43,0.99,0.54,0
1505.5,8.94,,,2.44,1,108.74,0.24,3.05,0,0.1,9.7,10.03,5.22,88.49,558.73,0.99,0.48,0
1506,8.93,,,2.45,1,109.53,0.24,2.98,0,0.09,9.81,10.15,5.81,88.92,559.44,0.99,0.5,0
1506.5,8.93,,,2.46,0,111.22,0.27,2.9,0,0.09,9.87,10.16,7.13,89.41,559.41,0.99,0.58,0
1507,8.92,,,2.48,0,114.71,0.27,3.33,0,0.08,9.98,10.24,7.71,89.98,558.78,0.99,0.61,0
1507.5,8.92,,,2.49,0,121.15,0.27,3.61,0,0.07,10.13,10.37,7.93,90.79,558.16,0.99,0.65,0
1508,8.94,,,2.49,0,127.49,0.28,3.47,0,0.07,10.11,10.37,7.85,91.91,558.12,0.99,0.67,0
1508.5,8.94,,,2.49,0,132.1,0.27,2.98,0,0.06,9.8,10.09,8.29,93.21,557.98,0.99,0.66,0
1509,8.93,,,2.51,0,137.25,0.28,2.98,0,0.05,9.3,9.56,7.85,94.36,557.41,0.99,0.72,0
1509.5,8.93,,,2.52,0,143.09,0.29,3.56,0,0.05,8.8,9,7.02,94.91,556.95,0.99,0.74,0
1510,8.93,,,2.51,0,147.29,0.28,3.7,0,0.05,8.49,8.62,6.99,94.48,556.66,0.99,0.69,0
1510.5,8.94,,,2.52,0,148.74,0.29,3.58,0,0.08,8.44,8.52,7.06,92.99,556.82,0.99,0.58,0
1511,8.93,,,2.51,0,147.9,0.3,3.09,0,0.08,8.72,8.81,7.23,90.71,557.84,0.99,0.6,0
1511.5,8.93,,,2.5,0,145.07,0.3,2.69,0,0.09,9.22,9.37,8.15,88.3,559.21,0.99,0.59,0
1512,8.94,,,2.46,2,138.04,0.27,2.43,0,0.11,9.73,9.97,7.99,86.42,560.19,0.76,0.48,0
1512.5,8.96,,,2.41,3,125.53,0.23,2.36,0.06,0.14,10.18,10.49,5.38,85.39,561.26,0.63,0.32,0
1513,8.93,,,2.39,4,113.75,0.2,2.27,0.35,0.15,10.62,10.95,3.6,85.06,562.59,0.59,0.25,2
1513.5,8.93,,,2.42,4,110.07,0.21,2.92,0.25,0.13,10.98,11.35,3.75,85.01,563.52,0.63,0.29,2
1514,8.93,,,2.44,4,113.32,0.21,3.05,0.19,0.12,11.32,11.69,5.02,85.02,563.88,0.66,0.31,0
1514.5,8.85,,,2.42,4,116.36,0.2,2.75,0.23,0.13,11.4,11.74,4.89,85.11,564.19,0.63,0.28,2
1515,8.79,,,2.39,4,116.22,0.21,2.8,0.36,0.15,11.07,11.36,4.15,85.3,564.61,0.57,0.27,2
1515.5,8.78,,,2.39,4,117.43,0.19,2.82,0.39,0.15,10.77,10.91,3.21,85.44,565.04,0.57,0.22,2
1516,8.77,,,2.4,4,122.21,0.21,2.99,0.33,0.14,11.02,10.95,3.48,85.28,565.45,0.59,0.27,2
1516.5,8.79,,,2.43,4,123.84,0.21,2.91,0.21,0.13,12.08,11.8,6.03,84.73,565.78,0.62,0.3,0
1517,8.8,,,2.44,4,118.04,0.22,2.57,0.18,0.12,13.6,13.23,7.3,84.08,566.04,0.60,0.34,0
1517.5,8.72,,,2.43,4,111.3,0.21,2.67,0.21,0.13,14.98,14.61,6.1,83.81,566.34,0.55,0.3,0
1518,8.71,,,2.44,4,109.36,0.19,2.71,0.18,0.12,15.64,15.26,6.75,84.11,566.66,0.57,0.27,2
1518.5,8.67,,,2.45,4,111.15,0.18,2.85,0.15,0.11,15.82,15.17,6.76,84.83,566.6,0.60,0.27,2
1519,8.73,,,2.45,4,115.85,0.19,2.8,0.16,0.12,16.01,14.93,7.06,85.59,566.16,0.57,0.29,2
1519.5,8.79,,,2.44,4,122.01,0.23,2.53,0.19,0.12,16.26,15,8.23,86.05,566.11,0.53,0.37,0
1520,8.78,,,2.43,3,126.02,0.25,2.49,0.05,0.13,16.65,15.55,9.51,86.11,566.81,0.50,0.41,0
1520.5,8.76,,,2.44,3,127.7,0.28,2.61,0.05,0.13,17.34,16.42,8.8,85.91,567.72,0.48,0.47,0
1521,8.77,,,2.45,3,128.92,0.29,2.52,0.05,0.13,17.88,16.93,9.1,85.62,568.55,0.47,0.48,0
1521.5,8.77,,,2.45,4,127.08,0.26,2.45,0.19,0.12,18.14,16.78,8.58,85.43,568.9,0.49,0.44,0
1522,8.73,,,2.42,4,120.16,0.26,2.35,0.32,0.14,17.63,15.78,6.08,85.48,568.94,0.45,0.4,0
1522.5,8.66,,,2.39,4,110.67,0.21,2.13,0.37,0.15,16.48,14.18,4.63,85.71,569.36,0.46,0.27,2
1523,8.56,,,2.31,5,101.9,0.18,2.2,4.97,0.19,15.01,12.46,2.93,85.92,570.88,0.39,0.11,2
1523.5,8.51,,,2.26,5,94.32,0.16,2.19,8.2,0.22,13.84,11.28,2.26,85.96,572.41,0.37,0,1
1524,8.51,,,2.25,5,88.21,0.13,2.16,7.91,0.22,13.22,10.76,2.17,85.88,573.39,0.38,0,1
1524.5,8.49,,,2.24,5,84.77,0.12,2.13,7.87,0.22,13.23,10.78,2.1,86,573.95,0.38,0,1
1525,8.5,,,2.24,5,83.9,0.12,2.44,7.36,0.22,13.54,11.01,2.13,86.61,574.05,0.38,0,1
1525.5,8.51,,,2.24,5,83.65,0.12,2.45,7.58,0.22,13.7,11.04,2.28,87.52,573.6,0.38,0,1
1526,8.51,,,2.24,5,83.3,0.13,2.56,8.07,0.22,13.53,10.69,2.13,87.98,573.27,0.37,0,1
1526.5,8.51,,,2.23,5,85.5,0.14,2.68,9.13,0.23,13.37,10.21,2,87.15,573.02,0.36,0,1
1527,8.52,,,2.27,5,89.38,0.14,3.11,6.92,0.21,13.68,10.11,2.22,84.93,572.71,0.39,0,1
1527.5,8.54,,,2.33,5,88.88,0.14,2.48,3.98,0.18,14.86,10.79,3.29,82.22,572.36,0.42,0.05,1
1528,8.53,,,2.36,5,81.19,0.15,2.29,3.52,0.18,16.67,12.14,3.69,80.37,571.98,0.41,0.05,1
1528.5,8.52,,,2.36,5,71.9,0.13,2.39,3.35,0.17,17.84,13.29,3.15,80.33,571.37,0.41,0,1
1529,8.53,,,2.32,5,67.67,0.1,2.41,3.7,0.18,17.44,13.4,3.53,81.95,570.93,0.40,0,1
1529.5,8.52,,,2.29,5,69.69,0.1,2.43,4.64,0.19,15.93,12.53,3.05,84.22,570.55,0.40,0,1
1530,8.54,,,2.28,5,76.25,0.12,2.44,5.61,0.2,14.62,11.56,2.45,85.99,570.4,0.39,0,1
1530.5,8.56,,,2.33,5,84.37,0.14,2.97,3.93,0.18,14.01,11.08,3.06,86.66,570.61,0.44,0.05,1
1531,8.63,,,2.37,5,89.21,0.15,2.9,2.47,0.16,13.8,10.89,5.22,86.45,570.85,0.49,0.11,2
1531.5,8.59,,,2.36,5,88.37,0.17,2.71,3.08,0.17,13.81,10.75,4.01,86.06,569.89,0.46,0.12,2
1532,8.6,,,2.36,5,87.97,0.2,3.15,4.46,0.19,13.95,10.97,3.18,86.09,568.05,0.42,0.11,2
1532.5,8.71,,,2.39,5,94.75,0.19,3.37,2.33,0.16,14.03,11.62,5.05,86.68,566.7,0.49,0.17,2
1533,8.76,,,2.43,4,104.88,0.21,3.39,0.27,0.14,14.14,12.3,6.05,87.45,566.16,0.54,0.26,2
1533.5,8.71,,,2.44,4,109.28,0.21,3.07,0.19,0.12,13.9,12.44,4.88,87.91,565.59,0.59,0.3,0
1534,8.7,,,2.42,4,106.84,0.24,2.54,0.41,0.15,13.29,12.05,4.91,87.87,565.09,0.50,0.28,2
1534.5,8.65,,,2.42,4,104.82,0.25,2.73,0.56,0.17,12.55,11.44,3.64,87.51,564.89,0.48,0.26,2
1535,8.72,,,2.42,4,106.67,0.25,2.82,0.48,0.16,12.19,11.12,4.51,87.13,564.2,0.50,0.28,2
1535.5,8.75,,,2.45,4,111.05,0.23,2.81,0.22,0.13,12.27,11.2,6.1,86.79,562.7,0.61,0.32,0
1536,8.76,,,2.46,4,116.51,0.24,2.83,0.17,0.12,12.62,11.56,6.17,86.22,561.52,0.63,0.37,0
1536.5,8.75,,,2.45,4,119.85,0.24,2.83,0.16,0.12,12.97,11.99,6.53,85.1,560.95,0.63,0.4,0
1537,8.77,,,2.43,4,117.68,0.21,2.87,0.2,0.12,13.18,12.32,5.79,83.19,560.11,0.60,0.32,0
1537.5,8.81,,,2.43,4,111.61,0.21,2.65,0.2,0.12,13.14,12.43,4.91,80.7,559.45,0.60,0.32,0
1538,8.72,,,2.44,4,105.54,0.2,2.52,0.21,0.13,12.83,12.28,4.67,78.49,559.5,0.61,0.27,2
1538.5,8.73,,,2.43,4,100.29,0.19,2.25,0.24,0.13,12.34,11.93,4.45,77.91,559.54,0.60,0.22,2
1539,8.7,,,2.44,4,97.58,0.18,2.2,0.23,0.13,11.87,11.57,4.51,80.09,558.65,0.62,0.2,2
1539.5,8.7,,,2.46,4,101.84,0.2,2.56,0.21,0.13,11.24,11.12,4.81,85.05,556.8,0.65,0.24,2
1540,8.75,,,2.48,3,115.03,0.2,3.35,0.02,0.1,10.48,10.42,5.46,91.4,554.61,0.81,0.33,0
1540.5,8.92,,,2.52,2,132.23,0.25,3.82,0,0.08,9.51,9.44,6.05,97.13,552.66,0.99,0.5,0
1541,8.9,,,2.55,0,144.23,0.29,3.26,0,0.04,8.64,8.43,6.4,100.85,551.45,0.99,0.74,0
1541.5,8.91,,,2.55,0,148.41,0.34,3.23,0,0.03,7.86,7.62,6.15,102.48,550.94,0.99,0.87,0
1542,8.89,,,2.55,0,149.99,0.36,3.19,0,0.02,7.34,7.21,5.83,102.83,550.16,0.99,0.89,0
1542.5,8.89,,,2.55,0,150.33,0.34,3.26,0,0.03,6.99,7.05,5.76,102.81,548.41,0.99,0.88,0
1543,8.91,,,2.54,0,146.89,0.37,3.27,0,0.04,6.77,6.94,5.81,102.83,546.73,0.99,0.87,0
1543.5,8.9,,,2.52,0,143.2,0.33,3.27,0,0.05,6.62,6.8,5.95,102.86,545.77,0.99,0.82,0
1544,8.93,,,2.52,0,142.95,0.34,3.31,0,0.05,6.52,6.69,5.74,102.8,545.19,0.99,0.83,0
1544.5,8.95,,,2.52,0,143.33,0.36,3.32,0,0.05,6.46,6.63,5.57,102.57,545.2,0.99,0.83,0
1545,8.95,,,2.51,0,141.76,0.33,3.33,0,0.05,6.46,6.6,5.56,102.07,545.51,0.99,0.81,0
1545.5,8.97,,,2.5,0,138.71,0.34,3.37,0,0.07,6.5,6.61,5.68,101.13,545.21,0.99,0.79,0
1546,8.98,,,2.5,0,135.42,0.33,3.42,0,0.07,6.61,6.7,5.7,99.62,544.42,0.99,0.76,0
1546.5,8.99,,,2.5,0,132.28,0.29,3.26,0,0.06,6.87,6.92,5.43,97.61,543.83,0.99,0.68,0
1547,9.03,,,2.49,0,129.03,0.31,3.14,0,0.07,7.25,7.29,5.85,95.4,543.57,0.99,0.71,0
1547.5,9.05,,,2.49,0,124.43,0.3,2.63,0,0.07,7.76,7.82,6.82,93.37,543.54,0.99,0.66,0
1548,9.08,,,2.47,1,118.38,0.24,2.66,0,0.09,8.26,8.4,6.98,91.95,543.62,0.99,0.5,0
1548.5,9.08,,,2.43,1,111.69,0.23,2.67,0,0.11,8.65,8.89,5.89,91.45,543.73,0.99,0.43,0
1549,9.13,,,2.41,1,107.41,0.25,2.69,0,0.12,8.81,9.15,4.91,91.95,543.89,0.99,0.45,0
1549.5,9.11,,,2.42,1,109.11,0.25,2.67,0,0.12,8.63,9.06,5.5,93.03,543.85,0.99,0.46,0
1550,9.09,,,2.48,0,115.88,0.26,2.59,0,0.08,8.21,8.69,7.14,94.04,543.2,0.99,0.55,0
1550.5,9.09,,,2.5,0,122.56,0.26,2.52,0,0.06,7.79,8.25,5.85,94.52,542.47,0.99,0.59,0
1551,9.07,,,2.48,0,125.16,0.29,3,0,0.07,7.51,7.96,5.04,94.65,542.36,0.99,0.64,0
1551.5,9.1,,,2.49,0,126.03,0.29,3.09,0,0.07,7.44,7.89,5.54,95.16,542.56,0.99,0.67,0
1552,9.1,,,2.5,0,129.1,0.26,3.37,0,0.07,7.35,7.89,5.95,96.47,542.63,0.99,0.58,0
1552.5,9.06,,,2.5,0,134,0.26,3.46,0,0.07,7.18,7.82,5.54,98.15,542.5,0.99,0.59,0
1553,9.04,,,2.51,0,138.33,0.31,3.47,0,0.06,6.85,7.53,5.6,99.1,542,0.99,0.74,0
1553.5,9.01,,,2.52,0,141.42,0.31,3.45,0,0.05,6.6,7.22,5.76,98.38,541.39,0.99,0.75,0
1554,9.01,,,2.52,0,141.26,0.32,3.29,0,0.05,6.64,7.22,5.69,95.8,541.77,0.99,0.8,0
1554.5,9.01,,,2.52,0,134.22,0.3,2.72,0,0.06,7.14,7.89,6.39,91.74,543.29,0.99,0.73,0
1555,9.02,,,2.49,0,120.48,0.3,2.92,0,0.08,8.2,9.24,6.44,87,544.66,0.99,0.63,0
1555.5,9.03,,,2.5,1,103.54,0.25,3.06,0,0.09,9.98,11.01,7.15,82.89,545.12,0.99,0.48,0
1556,9.02,,,2.53,2,87.48,0.21,2.78,0,0.09,12.17,12.99,10.46,80.91,544.83,0.99,0.33,0
1556.5,9.02,,,2.56,3,78.33,0.19,2.75,0.02,0.09,13.6,14.35,10.26,82.14,544.17,0.99,0.25,2
1557,8.97,,,2.55,3,82.05,0.19,3.11,0.01,0.08,13.03,13.93,11.25,86.37,543.86,0.99,0.29,2
1557.5,8.97,,,2.55,1,96.7,0.19,3.24,0,0.06,10.98,11.89,6.72,91.88,543.89,0.99,0.42,0
1558,8.97,,,2.54,0,112.23,0.24,3.32,0,0.06,8.85,9.69,5.26,96.55,543.78,0.99,0.56,0
1558.5,8.97,,,2.51,0,121.95,0.32,3.46,0,0.08,7.53,8.3,5.93,99.28,543.36,0.99,0.64,0
1559,8.98,,,2.5,0,127.66,0.35,3.76,0,0.09,7,7.75,5.65,100.35,543,0.99,0.69,0
1559.5,8.97,,,2.51,0,132.04,0.32,3.33,0,0.07,6.92,7.71,5.55,100.75,542.95,0.99,0.73,0
1560,8.96,,,2.53,0,134.64,0.3,3.2,0,0.05,6.92,7.76,5.94,101.29,543.61,0.99,0.74,0
1560.5,8.95,,,2.53,0,135.6,0.31,3.19,0,0.05,6.83,7.67,5.98,101.82,544.66,0.99,0.76,0
1561,8.96,,,2.54,0,135.99,0.29,3.16,0,0.04,6.71,7.47,5.68,101.53,545.58,0.99,0.72,0
1561.5,8.96,,,2.53,0,135.81,0.34,3.15,0,0.06,6.65,7.3,5.46,99.75,546.09,0.99,0.77,0
1562,8.95,,,2.52,0,133.43,0.36,3,0,0.08,6.84,7.37,5.32,96.39,546.5,0.99,0.74,0
1562.5,8.95,,,2.51,0,126.71,0.33,2.91,0,0.08,7.43,7.87,6.02,92.39,547.12,0.99,0.68,0
1563,8.98,,,2.5,0,116.59,0.28,2.99,0,0.08,8.48,8.85,8.95,89.2,547.98,0.99,0.59,0
1563.5,8.92,,,2.49,1,107.25,0.24,3.33,0,0.08,9.66,10.04,10.46,87.98,548.73,0.99,0.51,0
1564,8.94,,,2.49,1,103.09,0.22,3.43,0,0.08,10.47,10.91,9.07,88.82,549.17,0.99,0.47,0
1564.5,8.96,,,2.49,1,105,0.22,3.43,0,0.08,10.45,10.94,7.92,90.87,548.98,0.99,0.48,0
1565,8.98,,,2.5,1,110.73,0.24,3.61,0,0.07,9.8,10.25,7.24,92.97,548.44,0.99,0.54,0
1565.5,8.97,,,2.51,0,116.16,0.27,3.54,0,0.07,9.01,9.38,6.73,94.39,547.8,0.99,0.59,0
1566,8.97,,,2.53,0,119.7,0.3,2.87,0,0.07,8.46,8.73,6.31,95.05,546.9,0.99,0.62,0
1566.5,8.97,,,2.55,0,122.45,0.25,2.7,0,0.04,8.17,8.38,6.33,95.24,545.85,0.99,0.64,0
1567,8.97,,,2.54,0,123.87,0.28,2.78,0,0.05,8.01,8.2,6.75,95.26,545.48,0.99,0.66,0
1567.5,8.97,,,2.53,0,123.06,0.3,3.1,0,0.07,7.98,8.16,6.78,95.27,546.04,0.99,0.65,0
1568,8.98,,,2.54,0,121,0.3,3.16,0,0.07,7.97,8.15,6.43,95.42,546.83,0.99,0.63,0
1568.5,9.01,,,2.54,0,118.98,0.28,3.12,0,0.06,7.92,8.12,6.59,95.87,546.49,0.99,0.62,0
1569,9,,,2.55,0,119.13,0.31,3.03,0,0.08,7.82,8.05,7.02,96.72,544.77,0.99,0.62,0
1569.5,8.99,,,2.54,0,122.01,0.31,3.03,0,0.07,7.65,7.89,6.22,97.88,543.16,0.99,0.64,0
1570,9.01,,,2.53,0,125.38,0.32,3.05,0,0.08,7.39,7.63,5.87,99.07,542.83,0.99,0.67,0
1570.5,9.03,,,2.53,0,127.62,0.3,3.04,0,0.06,7.08,7.32,5.74,100.05,543.38,0.99,0.69,0
1571,9.04,,,2.54,0,129.31,0.31,3.03,0,0.06,6.83,7.05,5.72,100.8,544.06,0.99,0.71,0
1571.5,9.05,,,2.54,0,130.07,0.31,3,0,0.06,6.62,6.84,5.7,101.38,544.77,0.99,0.71,0
1572,9.04,,,2.53,0,129.5,0.3,3.54,0,0.06,6.48,6.7,5.63,101.83,545.34,0.99,0.71,0
1572.5,9.06,,,2.52,0,128.64,0.3,3.94,0,0.06,6.41,6.63,5.33,102.03,545.35,0.99,0.7,0
1573,9.07,,,2.51,0,128.16,0.31,3.81,0,0.07,6.42,6.64,5.45,101.87,545.17,0.99,0.7,0
1573.5,9.06,,,2.51,0,128.13,0.32,3.27,0,0.07,6.49,6.71,5.74,101.4,545.46,0.99,0.7,0
1574,9.04,,,2.51,0,129.01,0.32,3.64,0,0.07,6.54,6.79,5.63,100.8,545.95,0.99,0.71,0
1574.5,9.03,,,2.5,0,130.37,0.33,3.92,0,0.08,6.6,6.86,5.45,100.29,546.02,0.99,0.72,0
1575,9.02,,,2.51,0,130.94,0.31,3.73,0,0.06,6.62,6.88,5.01,100.06,545.75,0.99,0.72,0
1575.5,9.06,,,2.52,0,131.24,0.31,3.23,0,0.06,6.6,6.87,5.85,100.16,545.64,0.99,0.73,0
1576,9.06,,,2.51,0,132.2,0.34,3.03,0,0.07,6.61,6.87,6.23,100.63,546.31,0.99,0.73,0
1576.5,9.06,,,2.5,0,132.82,0.32,3.84,0,0.06,6.6,6.86,5.93,101.39,547.23,0.99,0.74,0
1577,9.08,,,2.5,0,132.24,0.33,3.98,0,0.07,6.53,6.78,5.38,101.97,547.6,0.99,0.73,0
1577.5,9.08,,,2.51,0,131.71,0.32,3.63,0,0.07,6.43,6.65,5.29,101.73,547.47,0.99,0.73,0
1578,9.08,,,2.51,0,130.26,0.34,3.67,0,0.08,6.4,6.58,5.26,100.31,547.56,0.99,0.72,0
